"name","address","zip","latitude","longitude","hours","remarks"
"Boston Public Library - South Boston","646 E Broadway, Boston, MA","02127","42.335820","-71.038751","Monday and Thursday: 12PM - 8PM\r\nTuesday and Wednesday: 10AM - 6PM\r\nFriday and Saturday: 9AM - 5PM\r\nSunday: CLOSED","One unisex, wheelchair-accessible stall\r\nFamily bathroom\r\nDon't need to use stairs to enter building, bathroom"
"Carson Beach","165 William J Day Blvd, Boston, MA","02125","42.329644","-71.045707","Dawn to Dusk","SEASONAL (MID-MAY TO COLUMBUS DAY)\r\n\r\nWheelchair accessible stalls\r\nGender-specific bathrooms (four male stalls and six female stalls)\r\nNo family bathrooms\r\nDon't need to use stairs to enter building or bathroom"
"Castle Island","2010 William J Day Blvd, Boston, MA","02127","42.330248","-71.041534","Dawn to Dusk","SEASONAL (MID-MARCH TO END OF NOVEMBER)\r\n\r\nWheelchair accessible stalls\r\nGender-specific bathrooms (three male stalls and six female stalls\r\nNo family bathrooms \r\nDon't need to use stairs to enter building or bathroom"
"Boston City Toilet","12 Drydock Ave, Boston, MA","02210","42.344740","-71.035068","24/7","Wheelchair-accessible, unisex stall\r\nNo family bathroom\r\nFare Control: costs 25 cents per use\r\nDon't need to use stairs to enter building, bathroom"
"Boston Fire Department District 4 Engine 22, W-25, and Haz Mat","700 Tremont St, Boston, MA","02118","42.340522","-71.077539","24/7","One unisex, wheelchair-accessible stall\r\nNo family bathrooms\r\nDon't need to use stairs to enter building, bathroom"
"Boston Police Department District D-4","650 Harrison Ave, Boston, MA","02118","42.339437","-71.069225","24/7","One unisex, wheelchair-accessible stall\r\nNo family bathrooms\r\nDon't need to use stairs to enter building, bathroom\r\nGender specific bathrooms (one male stall, one female stall)"
"Boston Public Library - South End","685 Tremont St, Boston, MA","02118","42.341399","-71.076962","Monday, Wednesday and Thursday: 10AM - 6PM\r\nTuesday: 12PM - 8PM\r\nFriday: 9AM - 5PM\r\nSaturday: 9AM - 2PM\r\nSunday: CLOSED","Wheelchair-accessible stalls\r\nGender specific bathrooms (one male stall, one female stall)\r\nNo family bathroom\r\nDon't need to use stairs to enter building, bathroom"
"BCYF Draper Pool","5275 Washington St, West Roxbury, MA","02132","42.260183","-71.159801","Weekdays: 6AM - 9PM\r\nSaturday: 9AM - 4PM\r\nSunday: CLOSED","Wheelchair-accessible stalls\r\nGender specific bathrooms (two male stalls, three female stalls)\r\nUnisex bathroom\r\nFamily bathroom\r\nDon't need to use stairs to enter building, bathroom\r\nVisitors must sign in at front desk"
"BCYF Roche","1714 Centre St, West Roxbury, MA","02132","42.286885","-71.149310","Weekdays: 6:30AM - 9PM","Wheelchair-accessible stalls\r\nGender specific bathrooms (two male stalls, two female stalls)\r\nNo family bathrooms\r\nDon't need to use stairs to enter building, bathroom\r\nVisitors must sign in at front desk"
"Boston Fire Department District 12, Engine 55","5115 Washington St, Boston, MA","02132","42.263987","-71.154805","24/7","One unisex, wheelchair-accessible stall\r\nNo family bathrooms\r\nDon't need to use stairs to enter building, bathroom"
"Boston Police Department District E-5","1708 Centre St, West Roxbury, MA","02132","42.286783","-71.148425","24/7","Gender specific bathrooms (one male stall, one female stall)\r\nNo family bathrooms"
"Boston Public Library - West Roxbury","1961 Centre St, West Roxbury, MA","02132","42.283389","-71.157425","Monday and Thursday: 12PM-8PM\r\nTuesday and Wednesday: 10AM - 6PM\r\nFriday and Saturday: 9AM - 5PM\r\nSunday: CLOSED","Wheelchair-accessible stalls\r\nGender specific bathrooms (two male stalls, three female stalls)\r\nFamily bathroom (also a changing table in women's bathroom)\r\nDon't need to use stairs to enter building, bathroom"
"Back Bay Station (MBTA)","131 Dartmouth St, Boston, MA","02116","42.346710","-71.075396","24/7","Outside fare gates Layout: multiple stalls, men/women\r\nCleanliness Rating: 3/3\r\nBy far the best bathroom on the MBTA. Located straight ahead as you walk toward the staircases to Tracks 1, 2, and 3 in the Commuter Rail station. These bathrooms are incredibly spacious with lots of capacity, and the sinks function as water, soap, and dryer dispensers all at once. Note that these are open from 6 AM to 10 PM, with an hour-long closed period from 1 to 2 PM.\r\nSource: www.milesintransit.com/2019/09/01/the-unofficial-mbta-bathroom-map/"
"South Station Station (MBTA)","700 Atlantic Ave, Boston, MA","02205","42.351546","-71.055153","24/7","Outside fare gates\r\nLayout: multiple stalls, men/women\r\nCleanliness Rating: 3/3\r\nThe bathrooms are located in the Commuter Rail station; once you get into the building, take a right for men and a left for women. Both are clean, albeit busy.\r\nSource: www.milesintransit.com/2019/09/01/the-unofficial-mbta-bathroom-map/"
"North Station (MBTA)","90 Causeway St, Boston, MA","02114","42.365727","-71.061671","24/7","Outside fare gates\r\nLayout: multiple stalls, men/women\r\nCleanliness Rating: 1/3 for men, 2/3 for women\r\nTo get to these bathrooms, head to the far left front portion of the Commuter Rail station. Walk down the hallway, and the bathrooms will be on the right. The men's room is dingy, with gross stalls and toilet paper everywhere; its only redeeming quality was a neat basketball-wrapped dryer. The women's room was cleaner, with much less on the floor, but still very unappealing.\r\nSource: www.milesintransit.com/2019/09/01/the-unofficial-mbta-bathroom-map/"
"Harvard Station (MBTA)","1400 Massachusetts Avenue, Cambridge, MA","02138","42.374133","-71.119001","24/7","Outside fare gates\r\nLayout: single stall, all genders\r\nCleanliness Rating: 2/3\r\nBathroom is located to the left of the main entrance stairs in the mezzanine. Inside, it's fairly clean and not too smelly. Although the bathroom locks, the ""Occupied"" light above its door doesn't light up. The door-open button for disabled people works, but if one locked the door and is trying to get out, they have to first unlock the door, then back up to the button, which is further into the bathroom. It's an inconvenient process.\r\nSource: www.milesintransit.com/2019/09/01/the-unofficial-mbta-bathroom-map/"
"Sullivan Station (MBTA)","1 Cambridge St, Charlestown, MA","02129","42.382025","-71.078245","24/7","Fare Control (inside fare gates)\r\nLayout: multiple stalls, men/women\r\nCleanliness Rating: 1/3\r\nThe bathrooms are located to the left after you enter the faregates. These could get a 1 entirely on the basis of their smell - in particular, the men's room door was open, wafting its odor across the whole mezzanine. The women's room was just as bad. Combine it with incredibly depressing aesthetics and missing amenities (the women's room had no paper towels, while the men's room lacked paper towels, soap, and even the mirror), and these are some awful bathrooms.\r\nSource: www.milesintransit.com/2019/09/01/the-unofficial-mbta-bathroom-map/"
"Porter Station (MBTA)","1899 Massachusetts Ave, Cambridge, MA","02140","42.388065","-71.119202","24/7","Fare Control (inside fare gates)\r\nLayout: multiple stalls, men/women\r\nCleanliness Rating: 2/3 for men, 1/3 for women\r\nBathrooms are located in the hallway to the elevators in the mezzanine after passing through the faregates. The men's room lacks soap and paper towels, but it was relatively clean and it didn't smell. The women's room, although it didn't smell either, is plastered with graffiti and had toilet paper and trash on the floor.\r\n\r\nSource: www.milesintransit.com/2019/09/01/the-unofficial-mbta-bathroom-map/"
"Assembly Station (MBTA)","499 Foley St, Somerville, MA","02145","42.392850","-71.081498","24/7","Outside fare gates\r\nLayout: single stall, all genders (?)\r\nCleanliness Rating: 3/3\r\nThe bathrooms are located straight ahead as you exit the station at the Foley Street entrance. According to the Transit Ambassador, the ""men's"" room is unlocked, while the ""women's"" room is closed to the public. The implication seems to be that any member of the public can use the men's room, while the women's room is for employees only (and indeed, one of the male Transit Ambassadors did go in there to use it). Regardless, the ""men's"" room was surprisingly clean, and aside from a bit of graffiti on the wall and ceiling, was rather pleasant to use.\r\nSource: www.milesintransit.com/2019/09/01/the-unofficial-mbta-bathroom-map/"
"Davis Station (MBTA)","17 College Ave, Somerville, MA","02144","42.396933","-71.121902","24/7","Fare Control (inside fare gates)\r\nLayout: multiple stalls, men/women\r\nCleanliness Rating: 1/3 for men, 2/3 for women\r\nBathrooms are located straight ahead after you enter the faregates. The men's room had an excruciating smell that was enough to call it a 1 on the spot, and the grim aesthetic and lack of soap didn't help. The women's room is also dour, looks-wise, and it didn't have soap either, but there was no smell and the room itself was relatively clean.\r\nSource: www.milesintransit.com/2019/09/01/the-unofficial-mbta-bathroom-map/"
"Alewife Station (MBTA)","35 Cambridgepark Dr, Cambridge, MA","02140","42.394727","-71.143116","24/7","Outside fare gates\r\nLayout: multiple stalls, men/women\r\nCleanliness Rating: 1/3\r\nBathrooms are located in the hallway from the faregates to the busway; you'll see them on the right. The men's room is smelly and full of graffiti and trash. The women's room is the same, but also had an unflushed toilet with a lot of stuff in it.\r\nSource: www.milesintransit.com/2019/09/01/the-unofficial-mbta-bathroom-map/"
"Wellington Station (MBTA)","97 Revere Beach Pkwy, Medford, MA","02155","42.404436","-71.077315","24/7","Fare Control (inside fare gates)\r\nLayout: Single stall, all genders\r\nCleanliness Rating: 1/3\r\nBathroom is located to the left as you approach the faregates to exit. There is just a single stall here, and there were three people waiting to use the bathroom. Once inside, it is absolutely disgusting, from the looks to the smell.\r\nSource: www.milesintransit.com/2019/09/01/the-unofficial-mbta-bathroom-map/"
"Oak Grove Station (MBTA)","264 Washington St, Malden, MA","02148","42.436117","-71.071854","24/7","Fare Control (inside fare gates)\r\nLayout: Single stall, all genders\r\nCleanliness Rating: 2/3\r\nBathroom is located to the left as you're heading toward the stairs down to the platform. It had a slightly weird (not necessarily bad) smell and no soap, but was perfectly serviceable otherwise.\r\nSource: www.milesintransit.com/2019/09/01/the-unofficial-mbta-bathroom-map/"
"Fall River Public Library","104 N Main St, Fall River, MA","02720","41.703398","-71.155233","Monday through Thursday: 8AM - 8PM\r\nFriday: 9AM - 3PM",""
"Fall River City Hall","1 Government Center, Fall River, MA","02722","41.700948","-71.154502","Weekdays: 9AM - 5PM\r\n\r\nWill be extended on Wednesday to 7PM beginning 10/01/2022",""
"Sawyer Free Library","2 Dale Ave, Gloucester, MA","01930","42.613711","-70.663226","Monday-Wednesday: 8AM - 6PM\r\nThursday: 10AM - 7PM\r\nFriday and Sunday: 10AM - 5PM",""
"Crosby Park","34 Winter St, Arlington, MA","02474","42.407123","-71.141179","TBD","The bathroom itself is closer to Oxford St. The port-a-potty is well maintained, and there is also a drinking fountain nearby (next to the playground and tennis courts).\r\n\r\nSeasonal porta-potty"
"Magnolia Playground","74 Magnolia St, Arlington, MA","02474","42.401683","-71.141218","7AM-9PM","One bathroom is located right by Herbert Rd. But there are 3 more port-a-potties further into the park, by Thorndike Field, right on the bike path, by the soccer fields and dog park.\r\n\r\nSeasonal porta-potty"
"Hatch Memorial Shell Bathroom","47 David G Mugar Way, Boston, MA","02108","42.357299","-71.073701","General Hours:  8AM - 6PM","Seasonal park restrooms (May-October)"
"Dartmouth Comfort Station","232 Back St, Boston, MA","02116","42.355708","-71.073657","General Hours: 8AM - 6PM","Seasonal park restrooms (May-October)"
"Assembly Row","355 Artisan Way, Somerville, MA","02145","42.395132","-71.079374","TBD","There is a fully public, year-round indoor restroom in Assembly Row, inside the AVA Parking garage off Artisan Way. It's shown in yellow in this map:\r\n\r\nhttps://assemblyrow.com/wp-content/uploads/2018/08/AssemblyRowDirectory_WebNov.pdf"
"Rowes Wharf","60 Rowes Wharf, Boston, MA","02110","42.355918","-71.050029","TBD","There is a public restroom on Rowes Wharf harbor walk in between the boat/ ferry sales office and the entrance to the hotel."
"Lowell Playground","22 Bennett St, Waltham, MA","02453","42.372412","-71.220675","24/7","Seasonal"
"Prospect Hill","314 Totten Pond Rd, Waltham, MA","02451","42.397046","-71.250914","TBD","one at the base and one at the top"
"Burlington Mall","75 Middlesex Turnpike, Burlington, MA","01803","42.470860","-71.210484","Weekdays: 10AM - 8PM\r\nSaturday: 10AM - 9PM\r\nSunday: 12PM - 6PM","4 restrooms: all wheelchair accessible\r\nFamily restroom on upper level"
"Burlington Town Hall","29 Center St, Burlington, MA","01803","42.506190","-71.193859","Monday, Tuesday, Thursday: 8:30 AM - 4:30 PM\r\nWednesday: 8:30 AM - 7:00 PM\r\nFriday: 8:30 AM - 1:00 PM",""
"Burlington Public Library","22 Sears St, Burlington, MA","01803","42.505977","-71.192287","Monday - Thursday: 10AM - 9PM\r\nFriday: 10AM - 6PM\r\nSaturday: 10AM - 2PM\r\nSunday: CLOSED",""
"Woburn Public Library","45 Pleasant St, Woburn, MA","01801","42.479219","-71.154425","Monday - Thursday: 9AM - 9PM\r\nFriday - Saturday: 9AM - 5:30PM\r\nSunday: CLOSED",""
"Woburn City Hall","10 Common St, Woburn, MA","01801","42.479121","-71.152551","Monday - Wednesday: 9AM - 4:30PM\r\nThursday: 9AM - 7PM\r\nFriday: 9AM - 1PM\r\nWeekends: CLOSED",""
"Lexington Town Office Building","1625 Massachusetts Ave, Lexington, MA","02420","42.447007","-71.224537","Monday, Wednesday, Thursday: 8:30AM - 4:30PM\r\nTuesday: 8:30AM - 7PM\r\nFriday: 8:30AM - 1PM\r\nWeekends: CLOSED",""
"Cary Memorial Library","1874 Massachusetts Ave, Lexington, MA","02420","42.448519","-71.229578","Monday - Thursday: 9AM - 9PM\r\nFriday - Saturday: 9AM - 5PM\r\nSunday: 1PM - 5PM","Closed on Sundays in the summer (mid June - Labor day)"
"Lincoln Field","100 Lincoln St, Lexington, MA","02421","42.443674","-71.243002","24/7","Seasonal portapotty"
"Center Recreation Complex","90 Worthen Rd, Lexington, MA","02421","42.450053","-71.237151","5AM - 10PM","Seasonal portapotty"
"Natick Mall","1245 Worcester St, Natick, MA","01760","42.301833","-71.385758","Monday - Thursday: 11AM - 7PM\r\nFriday - Saturday: 10AM - 9PM\r\nSunday: 11AM - 6PM",""
"Framingham Public Library","49 Lexington St, Framingham, MA","01702","42.281934","-71.416741","Monday - Thursday: 9AM - 9PM\r\nFriday - Saturday: 9AM - 5PM\r\nSunday: CLOSED",""
"Marlborough City Hall","140 Main St, Marlborough, MA","01752","42.346653","-71.547786","Monday: 8:30AM - 7PM\r\nTuesday - Friday: 8:30AM - 5PM\r\nWeekends: CLOSED",""
"Marlborough Public Library","255 Main St, Marlborough, MA","01752","42.347254","-71.552272","Tuesday-Thursday: 9AM - 7:45PM\r\nFriday - Saturday: 9AM - 5PM\r\nSunday - Monday: CLOSED",""
"Wildwood Park","114 Bedford St, Burlington, MA","01803","42.505087","-71.221230","6AM-9PM","Seasonal portapotty: April 1 - November 14\r\n\r\nHandicap Unit\r\nBy storage bin on left of park"
"Marvin Field","115 S Bedford St, Burlington, MA","01803","42.481703","-71.191336","6AM - 9PM","Seasonal portapotty: April 1 - November 14\r\n\r\nHandicap Unit\r\nInside access gate under pine tree"
"Rotary Field","135 South Bedford Street, Burlington, MA","01803","42.480543","-71.189851","TBD","Seasonal portapotty: April 1 - November 14\r\n\r\nHandicap Unit\r\nBy stone wall, across from 3rd base"
"Simonds Park – Lower Field","10 Bedford St, Burlington, MA","01803","42.506842","-71.197561","24/7","Seasonal portapotty: April 1 - October 7\r\n\r\nHandicap Unit\r\nBehind stockade fence panel in parking lot"
"TRW Playground","26 Burlington Mall Road, Burlington, MA","01803","42.488956","-71.200985","6AM-9PM","Seasonal portapotty: April 1 - October 7\r\n\r\nHandicap Unit\r\nLower parking lot by access gate"
"Veteran's Park","110 Wilmington Rd, Burlington, MA","01803","42.534088","-71.202820","24/7","Seasonal portapotty: April 1 - October 7\r\n\r\nHandicap Unit"
"Regan Park","88 Sumpter Rd, Burlington, MA","01803","42.517899","-71.216539","7AM - 8PM","Seasonal portapotty: April 1 - October 7\r\n\r\nHandicap Unit"
"Mary Cummings Park","25 Blanchard Rd, Burlington, MA","01803","42.480063","-71.196028","5AM - 9PM","Seasonal portapotty: April 1 - October 7\r\n\r\nHandicap Unit"
"Burlington Recreation Department","61 Center Street, Burlington, MA","01803","42.508232","-71.176793","Weekdays: 8:30AM - 4:30PM\r\nWeekends: CLOSED","Seasonal portapotty: April 1 – October 28\r\n\r\nHandicap Unit"
"Bedford Town Clerk","10 Mudge Way, Bedford, MA","01730","42.491684","-71.281744","Monday: 8AM – 7PM\r\nTuesday - Thursday: 8AM – 4PM\r\nFriday: 8AM – 1PM\r\nWeekends: CLOSED",""
"Bedford Free Public Library","7 Mudge Way, Bedford, MA","01730","42.492314","-71.284188","Monday - Thursday: 9AM – 9PM\r\nFriday: 9AM – 6PM\r\nSaturday: 9AM – 5PM",""
"Depot Park","110 South Rd, Bedford, MA","01730","42.485956","-71.277122","TBD","Public restrooms available behind freight house.\r\n\r\nAt the Bedford end of the Minuteman Commuter Bikeway\r\n\r\nPublic parking available for day use available adjacent and behind The Bikeway Source"
"New Bedford City Hall","133 William St, New Bedford, MA","02740","41.635452","-70.927508","Weekdays: 8AM - 4PM\r\nWeekends: CLOSED",""
"New Bedford Free Public Library","613 Pleasant St, New Bedford, MA","02740","41.635013","-70.927474","Monday - Thursday: 9AM - 9PM\r\nFriday, Saturday: 9AM - 5PM\r\nSunday: CLOSED",""
"New Bedford Free Public Library Francis J. Lawler Branch","745 Rockdale Ave, New Bedford, MA","02740","41.633359","-70.949108","Monday, Wednesday, Friday, Saturday: 9AM - 5PM\r\nTuesday, Thursday: 12PM - 8PM\r\nSunday: CLOSED",""
"Memorial Hall Library","2 North Main St, Andover, MA","01810","42.656930","-71.141005","Monday - Thursday: 9AM - 9PM\r\nFriday, Saturday: 9AM - 5PM\r\nSunday: 1PM - 5PM",""
"Stevens Memorial Library","345 Main St, North Andover, MA","01845","42.696183","-71.126252","Monday - Thursday: 10AM - 9PM\r\nFriday: 10AM - 6PM\r\nSaturday: 10AM - 5PM\r\nSunday: 1PM - 5PM",""
"North Andover Town Hall","120 Main St, North Andover, MA","01845","42.703105","-71.130872","Monday, Wednesday, Thursday: 8AM - 4:30PM\r\nTuesday: 8AM - 6PM\r\nFriday: 8AM - 12PM\r\nWeekends: CLOSED",""
"Andover Town Offices","36 Bartlet St, Andover, MA","01810","42.656220","-71.139836","Weekdays: 8:30 AM - 4:30 PM\r\nWeekends: CLOSED",""
"Edith M Fox Library","175 Massachusetts Ave, Arlington, MA","02474","42.405449","-71.141703","Sunday, Monday, Saturday: CLOSED\r\nTuesday, Thursday, Friday: 9AM – 5PM\r\nWednesday: 12PM – 8PM",""
"Adams Field Playground","739 Massachusetts Ave, Lexington, MA","02420","42.429826","-71.206099","TBD","Seasonal: Fall and Spring\r\n\r\nbehind the Waldorf School"
"Bridge Elementary Field","55 Middleby Rd, Lexington, MA","02421","42.438101","-71.245554","Monday - Wednesday, Thursday: 8:45AM – 3:15PM\r\nThursday: 8:45AM – 12:15PM","Seasonal: Fall and Spring"
"Public Safety Center","32 N Main Street, Andover, MA","01810","42.658135","-71.142521","TBD",""
"Andover Old Town Hall","20 Main Street, Andover, MA","01810","42.656156","-71.139991","TBD",""
"Ballardvale Fire Station","161 Andover St, Andover, MA","01810","42.629153","-71.161497","24/7",""
"Andover Recreation Park / Pomps Pond","147 Abbot St, Andover, MA","01810","42.639668","-71.146787","10AM - 10PM","1 Seasonal restroom\r\n1 Fare controlled seasonal restroom (residents only with pass)"
"Needham Free Public Library","1139 Highland Avenue Needham, MA","02494","42.287921","-71.235577","Monday-Thursday: 9 AM-9 PM\r\nFriday: 9 AM- 5:30 PM\r\nSaturday: 9 AM- 5 PM\r\nSunday: 1-5 PM (in July & August)",""
"Needham Town Hall","1471 Highland Ave, Needham, MA","02492","42.281090","-71.236461","Monday, Wednesday, Thursday: 8AM–5PM\r\nTuesday: 8AM–6:30PM\r\nFriday: 8AM–12PM\r\nWeekends: CLOSED",""
"Watertown Free Public Library","123 Main St, Watertown, MA","02472","42.366968","-71.186665","Monday - Thursday: 9AM - 9PM\r\nFriday: 9AM - 7PM\r\nSaturday: 9AM - 5PM\r\nSunday: 1PM - 5PM",""
"Watertown Town Hall","149 Main St, Watertown, MA","02472","42.367861","-71.187440","Monday, Wednesday - Friday: 8:30AM - 5PM\r\nTuesday: 8:30AM - 7PM\r\nWeekends: CLOSED",""
"Portland Loo","222 Jacobs Street, Cambridge, MA","02141","42.372651","-71.074724","24/7",""
"Mount Auburn Hospital","330 Mt Auburn St, Cambridge, MA","02138","42.374103","-71.134176","24/7",""
"Bemis Playground","76 Bridge Street, Watertown, MA","02472","42.365917","-71.204532","TBD",""
"Logan Airport","1 Harborside Drive, Boston, MA","02128","42.363177","-71.013640","24/7","Wheelchair accessible and family bathrooms available in all terminals"
"Cambridge Visitor Information Booth","0 Harvard Square, Cambridge, MA","02138","42.373573","-71.118968","TBD","There are 3 seasonal porta-potties opposite"
"Cambridgeside Mall","100 Cambridgeside Place, Cambridge, MA","02141","42.368783","-71.075986","Monday — Thursday: 11 AM - 7 PM\r\nFriday: 11 AM - 8 PM\r\nSaturday: 11 AM - 6 PM\r\nSunday: 12 PM - 6 PM","Bathroom near the food court"
"Sullivan Playground","286 Arlington Street, Watertown, MA","02472","42.372495","-71.157297","TBD","Seasonal porta-potties available"
"Saltonstall Park","16 Whites Ave, Watertown, MA","02472","42.368947","-71.188650","TBD","Seasonal porta-potty available"
"Casey Park","124 Watertown St, Watertown, MA","02472","42.362708","-71.191004","6AM - 9PM","Seasonal portapotty available"
"Concord Free Public Library","129 Main St, Concord, MA","01742","42.458819","-71.353442","Monday: 10 AM - 8PM\r\nTuesday - Thursday: 9 AM - 8 PM\r\nFriday, Saturday: 9 AM - 5 PM\r\nSunday: 1 PM - 5 PM (but closed June-August)","New Year's Day, Martin Luther King Day, President's Day, Patriot's Day, Easter, Memorial Day, Juneteenth, July 4th, Labor Day, Columbus Day, Veterans Day, Thanksgiving Day and the day after, and Christmas Day."
"Concord Library Fowler Branch","1322 Main St, Concord, MA","01742","42.455019","-71.395504","Monday - Thursday: 10 AM - 6 PM\r\nFriday, Saturday: 10 AM - 5 PM\r\nSaturday: 10 AM - 5 PM (but closed July and August)\r\nSunday: Closed","Closed on New Year's Day, Martin Luther King Day, President's Day, Patriot's Day, Easter, Memorial Day, Juneteenth, July 4th, Labor Day, Columbus Day, Veterans Day, Thanksgiving Day and the day after, and Christmas Day."
"Concord Town Hall","22 Monument Square, Concord, MA","01742","42.461146","-71.348623","Monday - Thursday: 8:30 AM - 4:30 PM\r\nFriday: 8:30 AM - 12:30 PM\r\nWeekends: Closed",""
"DeFazio Complex","380 Dedham Avenue, Needham, MA","02492","42.273170","-71.223103","24/7","Seasonal"
"Mill’s Complex","96 Gould Street, Needham, MA","02492","42.308366","-71.231974","24/7","Seasonal"
"Claxton Complex","1380 Central Avenue, Needham, MA","02492","42.276410","-71.255235","24/7","Seasonal"
"Memorial Park","92 Rosemary Street, Needham, MA","02492","42.287234","-71.235016","limited hours depending on field usage","outdoor bathroom"
"Newman Fields","1155 Central Avenue, Needham, MA","02492","42.281024","-71.253626","TBD","Seasonal porta-potty"
"Greene’s Playground","20 Pickering Street, Needham, MA","02492","42.280741","-71.234768","TBD","Seasonal porta-potty"
"Thomas Crane Public Library (Main)","40 Washington Street, Quincy, MA","02169","42.251511","-71.000825","Monday - Thursday: 9 AM – 9 PM\r\nFriday - Saturday: 9 AM - 5 PM \r\nSunday: 1 PM - 5 PM","Wheelchair accessible\r\nFree Parking"
"Thomas Crane Public Library (Adams Shore)","519 Sea Street, Quincy, MA","02169","42.260634","-70.979058","Monday: 1 PM - 9 PM\r\nTuesday: 9 AM - 5 PM\r\nWednesday, Thursday: 1 PM - 5 PM\r\nFriday, Saturday, Sunday: Closed","Wheelchair accessible\r\nFree Parking"
"Wonderland Station (MBTA)","1300 North Shore Rd, Revere, MA","02151","42.414370","-70.992104","24/7","Fare Control (inside fare gates)\r\nLayout: single stall, men/women\r\nCleanliness Rating: 2/3\r\nBathrooms are located on the platform, to the left after you enter the faregates. Both the men's and women's rooms were a little smelly, but aside from a little bit of liquid residue in the men's toilet, the bathrooms were otherwise clean.\r\nSource: www.milesintransit.com/2019/09/01/the-unofficial-mbta-bathroom-map/"
"Revere City Hall","281 Broadway, Revere, MA","02151","42.407884","-71.013208","Monday - Thursday: 8:15 AM - 5 PM\r\nFriday: 8:15 AM - 12:15 PM\r\nWeekends: Closed",""
"Revere Public Library","179 Beach St, Revere, MA","02151","42.408026","-71.009169","Monday - Thursday: 8 AM - 8 PM\r\nFriday - Saturday: 9 AM - 5 PM\r\nSunday: Closed",""
"Thomas Crane Public Library (North Quincy)","381 Hancock Street, Quincy, MA","02171","42.273986","-71.026386","Monday, Wednesday, Saturday: 9 AM - 5 PM\r\nTuesday: 1 PM - 9 PM\r\nThursday: 1 PM - 5 PM\r\nSunday: Closed","Wheelchair accessible\r\nFree Parking"
"Thomas Crane Public Library (Wollaston)","41 Beale Street, Quincy, MA","02171","42.266747","-71.017811","Monday, Tuesday: 1 PM - 5 PM\r\nWednesday: 1 PM - 9 PM\r\nThursday: 9 AM - 5 PM","Free parking"
"Milton Town Hall","525 Canton Ave, Milton, MA","02186","42.254110","-71.079731","Monday - Thursday: 8 AM - 5 PM\r\nFriday: 8 AM - 1:30 PM\r\nWeekends: Closed",""
"Milton Public Library","476 Canton Ave, Milton, MA","02186","42.254218","-71.077718","Monday - Wednesday: 9 AM - 9 PM\r\nThursday: 1 PM - 9 PM\r\nFriday, Saturday: 9 AM - 5 PM\r\nSunday: 1 PM - 5PM",""
"Blue Hills Trailside Museum","1904 Canton Ave, Milton, MA","02186","42.218453","-71.118727","Wednesday - Sunday: 9 AM - 4 PM\r\nMonday, Tuesday: Closed",""
"Belmont Public Library","336 Concord Avenue, Belmont, MA","02478","42.394576","-71.172380","Monday - Wednesday: 9 AM - 9 PM\r\nThursday: 11 AM - 9 PM\r\nFriday, Saturday: 9 AM - 5 PM\r\nSunday: Closed",""
"Belmont Town Hall","455 Concord Ave, Belmont, MA","02478","42.396636","-71.177268","Monday: 8 AM - 7 PM\r\nTuesday - Thursday: 8 AM - 4 PM\r\nFriday: 8 AM - 12 PM\r\nWeekends: Closed",""
"Central Station (MBTA)","624 Massachusetts Ave, Cambridge, MA","02139","42.365094","-71.103616","24/7","Fare control (inside fare gates)\r\nSource: https://www.bostonmagazine.com/news/2021/07/23/mbta-restroom-guide/"
"Kendall/MIT Station (MBTA)","300 Main St, Cambridge, MA","02142","42.362403","-71.085720","24/7","Fare control (inside fare gates)\r\nSource: https://www.bostonmagazine.com/news/2021/07/23/mbta-restroom-guide/"
"Quincy Center Station (MBTA)","1295 Hancock Street, Quincy, MA","02169","42.250950","-71.003242","24/7","Fare control (inside fare gates)\r\nSource: https://www.bostonmagazine.com/news/2021/07/23/mbta-restroom-guide/"
"Malden Station (MBTA)","260 Pleasant St, Malden, MA","02148","42.427004","-71.076998","24/7","Fare control (inside fare gates)\r\nSource: https://www.bostonmagazine.com/news/2021/07/23/mbta-restroom-guide/"
"Winchester Public Library","80 Washington St, Winchester, MA","01890","42.452275","-71.134132","Monday - Thursday: 9:30 AM - 9 PM\r\nFriday, Saturday: 9:30 AM - 5 PM\r\nSunday: 1 PM - 5 PM",""
"Winchester Town Hall","71 Mt Vernon St, Winchester, MA","01890","42.452781","-71.134626","Monday: 8 AM - 7 PM\r\nTuesday - Thursday: 8 AM - 4 PM\r\nFriday: 8 AM - 12 PM\r\nWeekends: Closed",""
"Framingham City Hall","150 Concord St, Framingham, MA","01702","42.279766","-71.416998","Monday, Wednesday, Thursday: 8:30 AM - 5 PM\r\nTuesday: 8:30 AM - 7 PM\r\nFriday: 8:30 AM - 2 PM",""
"Morse Institute Library","14 E Central St, Natick, MA","01760","42.284611","-71.345821","Monday - Thursday: 9 AM - 9 PM\r\nFriday: 9 AM - 6 PM\r\nSaturday: 9 AM - 5 PM\r\nSunday: 1 PM - 5 PM",""
"Bacon Free Library","58 Eliot St, Natick, MA","01760","42.261832","-71.329091","Monday, Wednesday - Friday: 9:30 AM - 5:30 PM\r\nTuesday: 9:30 AM - 7:00 PM\r\nSaturday: 9:30 AM – 1:30 PM\r\nSunday: Closed",""
"Natick Town Hall","13 E Central St, Natick, MA","01760","42.283717","-71.345872","Monday - Wednesday: 8 AM - 5 PM\r\nThursday: 8 AM - 7 PM\r\nFriday: 8 AM - 12:30 PM",""
